Y_t,K_tplus1,C_t,R_tplus1,k_compute_infty,Kplus_compute_analytic,c_compute
0.79415613,0.282855,0.51130116,0.8077959,0.19948151091998423,0.28303725,0.35183695
0.63469195,0.22597457,0.4087174,0.9326192,0.19948151091998423,0.22620422,0.35943717
0.5854117,0.20847279,0.37693894,0.98199874,0.19948151091998423,0.20864075,0.36019385
0.56866664,0.20256841,0.36609823,1.0002224,0.19948151091998423,0.2026728,0.36024678
0.5628152,0.20050368,0.3623115,1.0068023,0.19948151091998423,0.20058735,0.36023954
0.5607432,0.19977234,0.36097085,1.0091597,0.19948151091998423,0.19984889,0.36023372
0.5600061,0.19951217,0.3604939,1.0100017,0.19948151091998423,0.19958617,0.36023122
0.55974334,0.19941941,0.36032394,1.0103023,0.19948151091998423,0.19949253,0.3602303
0.5596497,0.19938636,0.36026335,1.0104096,0.19948151091998423,0.19945917,0.3602299
0.55961627,0.19937456,0.3602417,1.0104479,0.19948151091998423,0.19944724,0.3602298
0.55960435,0.19937035,0.360234,1.0104613,0.19948151091998423,0.199443,0.36022976
0.5596001,0.19936886,0.36023125,1.0104663,0.19948151091998423,0.1994415,0.36022976
0.5595986,0.19936833,0.3602303,1.010468,0.19948151091998423,0.19944096,0.36022976
0.5595981,0.19936813,0.36022997,1.0104686,0.19948151091998423,0.19944076,0.36022973
0.55959785,0.19936804,0.3602298,1.010469,0.19948151091998423,0.19944069,0.36022973
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
0.5595978,0.19936803,0.36022976,1.010469,0.19948151091998423,0.19944066,0.36022976
